date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:55:48	8517/8517	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:55:49%20GMT	https://www.invertexto.com/gerador-senha	C:/Meus%20Sites/invertexto/www.invertexto.com/gerador-senha.html	(from https://www.invertexto.com/)
00:55:48	7475/7475	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:55:49%20GMT	https://www.invertexto.com/codigo-binario	C:/Meus%20Sites/invertexto/www.invertexto.com/codigo-binario.html	(from https://www.invertexto.com/)
00:55:48	10430/10430	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:55:49%20GMT	https://www.invertexto.com/codigo-morse	C:/Meus%20Sites/invertexto/www.invertexto.com/codigo-morse.html	(from https://www.invertexto.com/)
00:55:49	7875/7875	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:55:49%20GMT	https://www.invertexto.com/texto-criptografado	C:/Meus%20Sites/invertexto/www.invertexto.com/texto-criptografado.html	(from https://www.invertexto.com/)
00:55:49	10486/10486	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:55:50%20GMT	https://www.invertexto.com/gerador-qr-code	C:/Meus%20Sites/invertexto/www.invertexto.com/gerador-qr-code.html	(from https://www.invertexto.com/)
00:55:49	9895/9895	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:55:50%20GMT	https://www.invertexto.com/gerador-qr-code-wifi	C:/Meus%20Sites/invertexto/www.invertexto.com/gerador-qr-code-wifi.html	(from https://www.invertexto.com/)
00:55:49	11631/11631	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:55:50%20GMT	https://www.invertexto.com/gerador-qr-code-pix	C:/Meus%20Sites/invertexto/www.invertexto.com/gerador-qr-code-pix.html	(from https://www.invertexto.com/)
00:55:50	12543/12543	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:55:50%20GMT	https://www.invertexto.com/leitor-qr-code-online	C:/Meus%20Sites/invertexto/www.invertexto.com/leitor-qr-code-online.html	(from https://www.invertexto.com/)
00:55:50	10387/10387	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:55:51%20GMT	https://www.invertexto.com/codigo-barras	C:/Meus%20Sites/invertexto/www.invertexto.com/codigo-barras.html	(from https://www.invertexto.com/)
00:55:50	11427/11427	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:55:51%20GMT	https://www.invertexto.com/codigo-barras-lote	C:/Meus%20Sites/invertexto/www.invertexto.com/codigo-barras-lote.html	(from https://www.invertexto.com/)
00:55:50	15529/15529	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:55:51%20GMT	https://www.invertexto.com/leitor-codigo-barras-online	C:/Meus%20Sites/invertexto/www.invertexto.com/leitor-codigo-barras-online.html	(from https://www.invertexto.com/)
00:55:50	23769/23769	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:55:51%20GMT	https://www.invertexto.com/calendario	C:/Meus%20Sites/invertexto/www.invertexto.com/calendario.html	(from https://www.invertexto.com/)
00:55:51	14046/14046	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:55:52%20GMT	https://www.invertexto.com/feriados	C:/Meus%20Sites/invertexto/www.invertexto.com/feriados.html	(from https://www.invertexto.com/)
00:55:51	8516/8516	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:55:52%20GMT	https://www.invertexto.com/contador-de-dias	C:/Meus%20Sites/invertexto/www.invertexto.com/contador-de-dias.html	(from https://www.invertexto.com/)
00:55:51	18712/18712	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:55:52%20GMT	https://www.invertexto.com/calculadora-dias-uteis	C:/Meus%20Sites/invertexto/www.invertexto.com/calculadora-dias-uteis.html	(from https://www.invertexto.com/)
00:55:51	9087/9087	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:55:52%20GMT	https://www.invertexto.com/somar-ou-subtrair-dias	C:/Meus%20Sites/invertexto/www.invertexto.com/somar-ou-subtrair-dias.html	(from https://www.invertexto.com/)
00:55:52	9657/9657	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:55:53%20GMT	https://www.invertexto.com/calcular-idade	C:/Meus%20Sites/invertexto/www.invertexto.com/calcular-idade.html	(from https://www.invertexto.com/)
00:55:52	8731/8731	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:55:53%20GMT	https://www.invertexto.com/signos-datas	C:/Meus%20Sites/invertexto/www.invertexto.com/signos-datas.html	(from https://www.invertexto.com/)
00:55:52	8697/8697	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:55:53%20GMT	https://www.invertexto.com/hora-certa	C:/Meus%20Sites/invertexto/www.invertexto.com/hora-certa.html	(from https://www.invertexto.com/)
00:55:52	8126/8126	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:55:53%20GMT	https://www.invertexto.com/contagem-regressiva	C:/Meus%20Sites/invertexto/www.invertexto.com/contagem-regressiva.html	(from https://www.invertexto.com/)
00:55:53	10218/10218	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:55:53%20GMT	https://www.invertexto.com/calculadora-de-horas	C:/Meus%20Sites/invertexto/www.invertexto.com/calculadora-de-horas.html	(from https://www.invertexto.com/)
00:55:53	8068/8068	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:55:54%20GMT	https://www.invertexto.com/cronometro	C:/Meus%20Sites/invertexto/www.invertexto.com/cronometro.html	(from https://www.invertexto.com/)
00:55:53	13383/13383	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:55:54%20GMT	https://www.invertexto.com/pomodoro-timer	C:/Meus%20Sites/invertexto/www.invertexto.com/pomodoro-timer.html	(from https://www.invertexto.com/)
00:55:53	7638/7638	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:55:54%20GMT	https://www.invertexto.com/fase-lua-hoje	C:/Meus%20Sites/invertexto/www.invertexto.com/fase-lua-hoje.html	(from https://www.invertexto.com/)
00:55:54	57512/57512	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:55:54%20GMT	https://www.invertexto.com/calendario-lunar	C:/Meus%20Sites/invertexto/www.invertexto.com/calendario-lunar.html	(from https://www.invertexto.com/)
00:55:54	9276/9276	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:55:55%20GMT	https://www.invertexto.com/estacao-ano-hoje	C:/Meus%20Sites/invertexto/www.invertexto.com/estacao-ano-hoje.html	(from https://www.invertexto.com/)
00:55:54	53995/53995	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:55:55%20GMT	https://www.invertexto.com/dia-do-ano	C:/Meus%20Sites/invertexto/www.invertexto.com/dia-do-ano.html	(from https://www.invertexto.com/)
00:55:54	14591/14591	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:55:55%20GMT	https://www.invertexto.com/semana-do-ano	C:/Meus%20Sites/invertexto/www.invertexto.com/semana-do-ano.html	(from https://www.invertexto.com/)
00:55:55	7205/7205	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:55:55%20GMT	https://www.invertexto.com/conversao-base-numerica	C:/Meus%20Sites/invertexto/www.invertexto.com/conversao-base-numerica.html	(from https://www.invertexto.com/)
00:55:55	8534/8534	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:55:56%20GMT	https://www.invertexto.com/conversor-de-medidas	C:/Meus%20Sites/invertexto/www.invertexto.com/conversor-de-medidas.html	(from https://www.invertexto.com/)
00:55:55	9980/9980	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:55:56%20GMT	https://www.invertexto.com/numeros-romanos	C:/Meus%20Sites/invertexto/www.invertexto.com/numeros-romanos.html	(from https://www.invertexto.com/)
00:55:55	10119/10119	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:55:56%20GMT	https://www.invertexto.com/numeros-por-extenso	C:/Meus%20Sites/invertexto/www.invertexto.com/numeros-por-extenso.html	(from https://www.invertexto.com/)
00:55:56	11022/11022	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:55:56%20GMT	https://www.invertexto.com/calculadora-porcentagem	C:/Meus%20Sites/invertexto/www.invertexto.com/calculadora-porcentagem.html	(from https://www.invertexto.com/)
00:55:56	7811/7811	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:55:57%20GMT	https://www.invertexto.com/calculadora-regra-de-3	C:/Meus%20Sites/invertexto/www.invertexto.com/calculadora-regra-de-3.html	(from https://www.invertexto.com/)
00:55:56	11460/11460	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:55:57%20GMT	https://www.invertexto.com/calculadora-de-fracao	C:/Meus%20Sites/invertexto/www.invertexto.com/calculadora-de-fracao.html	(from https://www.invertexto.com/)
00:55:56	17130/17130	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:55:57%20GMT	https://www.invertexto.com/conversor-de-moedas	C:/Meus%20Sites/invertexto/www.invertexto.com/conversor-de-moedas.html	(from https://www.invertexto.com/)
00:55:56	10273/10273	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:55:57%20GMT	https://www.invertexto.com/simulador-de-poupanca	C:/Meus%20Sites/invertexto/www.invertexto.com/simulador-de-poupanca.html	(from https://www.invertexto.com/)
00:55:57	10092/10092	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:55:58%20GMT	https://www.invertexto.com/calculadora-primeiro-milhao	C:/Meus%20Sites/invertexto/www.invertexto.com/calculadora-primeiro-milhao.html	(from https://www.invertexto.com/)
00:55:57	12129/12129	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:55:58%20GMT	https://www.invertexto.com/simulador-de-financiamento	C:/Meus%20Sites/invertexto/www.invertexto.com/simulador-de-financiamento.html	(from https://www.invertexto.com/)
00:55:57	11493/11493	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:55:58%20GMT	https://www.invertexto.com/valor-salario-minimo	C:/Meus%20Sites/invertexto/www.invertexto.com/valor-salario-minimo.html	(from https://www.invertexto.com/)
00:55:57	9776/9776	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:55:58%20GMT	https://www.invertexto.com/gerador-de-cep	C:/Meus%20Sites/invertexto/www.invertexto.com/gerador-de-cep.html	(from https://www.invertexto.com/)
00:55:58	10437/10437	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:55:59%20GMT	https://www.invertexto.com/gerador-de-cpf	C:/Meus%20Sites/invertexto/www.invertexto.com/gerador-de-cpf.html	(from https://www.invertexto.com/)
00:55:58	10181/10181	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:55:59%20GMT	https://www.invertexto.com/gerador-de-cnpj	C:/Meus%20Sites/invertexto/www.invertexto.com/gerador-de-cnpj.html	(from https://www.invertexto.com/)
00:55:58	8685/8685	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:55:59%20GMT	https://www.invertexto.com/gerador-de-cartao-de-credito	C:/Meus%20Sites/invertexto/www.invertexto.com/gerador-de-cartao-de-credito.html	(from https://www.invertexto.com/)
00:55:58	9987/9987	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:55:59%20GMT	https://www.invertexto.com/gerador-de-conta-bancaria	C:/Meus%20Sites/invertexto/www.invertexto.com/gerador-de-conta-bancaria.html	(from https://www.invertexto.com/)
00:55:59	10961/10961	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:55:59%20GMT	https://www.invertexto.com/gerador-de-pessoas	C:/Meus%20Sites/invertexto/www.invertexto.com/gerador-de-pessoas.html	(from https://www.invertexto.com/)
00:56:00	7646/7646	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:56:00%20GMT	https://www.invertexto.com/gerador-de-lorem-ipsum	C:/Meus%20Sites/invertexto/www.invertexto.com/gerador-de-lorem-ipsum.html	(from https://www.invertexto.com/)
00:56:00	11748/11748	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:56:01%20GMT	https://www.invertexto.com/gerador-de-uuid	C:/Meus%20Sites/invertexto/www.invertexto.com/gerador-de-uuid.html	(from https://www.invertexto.com/)
00:56:00	13753/13753	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:56:01%20GMT	https://www.invertexto.com/conversor-timestamp	C:/Meus%20Sites/invertexto/www.invertexto.com/conversor-timestamp.html	(from https://www.invertexto.com/)
00:56:00	6280/6280	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:56:01%20GMT	https://www.invertexto.com/meu-ip	C:/Meus%20Sites/invertexto/www.invertexto.com/meu-ip.html	(from https://www.invertexto.com/)
00:56:01	7513/7513	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:56:01%20GMT	https://www.invertexto.com/whois	C:/Meus%20Sites/invertexto/www.invertexto.com/whois.html	(from https://www.invertexto.com/)
00:56:01	17177/17177	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:56:02%20GMT	https://www.invertexto.com/dns-lookup	C:/Meus%20Sites/invertexto/www.invertexto.com/dns-lookup.html	(from https://www.invertexto.com/)
00:56:01	6069/6069	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:56:02%20GMT	https://www.invertexto.com/teste-de-velocidade	C:/Meus%20Sites/invertexto/www.invertexto.com/teste-de-velocidade.html	(from https://www.invertexto.com/)
00:56:01	9638/9638	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:56:02%20GMT	https://www.invertexto.com/teste-de-portas	C:/Meus%20Sites/invertexto/www.invertexto.com/teste-de-portas.html	(from https://www.invertexto.com/)
00:56:02	8937/8937	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:56:02%20GMT	https://www.invertexto.com/localizar-ip	C:/Meus%20Sites/invertexto/www.invertexto.com/localizar-ip.html	(from https://www.invertexto.com/)
00:56:02	6354/6354	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:56:03%20GMT	https://www.invertexto.com/nao-seguidores-instagram	C:/Meus%20Sites/invertexto/www.invertexto.com/nao-seguidores-instagram.html	(from https://www.invertexto.com/)
00:56:02	13278/13278	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:56:03%20GMT	https://www.invertexto.com/quem-deixou-de-me-seguir	C:/Meus%20Sites/invertexto/www.invertexto.com/quem-deixou-de-me-seguir.html	(from https://www.invertexto.com/)
00:56:02	7003/7003	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:56:03%20GMT	https://www.invertexto.com/instagram-anonimo	C:/Meus%20Sites/invertexto/www.invertexto.com/instagram-anonimo.html	(from https://www.invertexto.com/)
00:56:03	5823/5823	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:56:03%20GMT	https://www.invertexto.com/sorteio-instagram	C:/Meus%20Sites/invertexto/www.invertexto.com/sorteio-instagram.html	(from https://www.invertexto.com/)
00:56:03	12733/12733	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:56:04%20GMT	https://www.invertexto.com/contador-inscritos	C:/Meus%20Sites/invertexto/www.invertexto.com/contador-inscritos.html	(from https://www.invertexto.com/)
00:56:03	5904/5904	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:56:04%20GMT	https://www.invertexto.com/ordenar-conta-instagram	C:/Meus%20Sites/invertexto/www.invertexto.com/ordenar-conta-instagram.html	(from https://www.invertexto.com/)
00:56:03	10072/10072	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:56:04%20GMT	https://www.invertexto.com/gerador-link-whatsapp	C:/Meus%20Sites/invertexto/www.invertexto.com/gerador-link-whatsapp.html	(from https://www.invertexto.com/)
00:56:04	9361/9361	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:56:04%20GMT	https://www.invertexto.com/converter-imagem-em-texto	C:/Meus%20Sites/invertexto/www.invertexto.com/converter-imagem-em-texto.html	(from https://www.invertexto.com/)
00:56:04	17327/17327	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:56:05%20GMT	https://www.invertexto.com/comprimir-imagem	C:/Meus%20Sites/invertexto/www.invertexto.com/comprimir-imagem.html	(from https://www.invertexto.com/)
00:56:04	20039/20039	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2003:56:05%20GMT	https://www.invertexto.com/comprimir-pdf	C:/Meus%20Sites/invertexto/www.invertexto.com/comprimir-pdf.html	(from https://www.invertexto.com/)
